Gene	1_ST_1	1_ST_2	1_ST_3	1_ST_4	1_ST_5	1_ST_6	1_ST_7	1_ST_8	1_ST_9	1_ST_10	1_ST_11	1_ST_12	1_ST_13	1_ST_14	1_ST_15	1_ST_16	1_ST_17	1_ST_18	1_ST_19	1_ST_20	1_ST_21	1_ST_22	1_ST_23	1_ST_24
ABRACL	410.41	384.28	204.14	127.03	267.37	44.26	0.00	0.00	212.53	312.74	68.46	180.76	355.00	388.24	327.01	306.49	209.82	263.41	536.16	119.69	0.00	245.68	397.36	736.49
ABT1	31.98	59.12	48.60	66.86	79.45	0.00	0.00	0.00	166.16	49.48	74.69	120.51	5.79	79.41	0.00	45.07	19.33	38.48	78.19	277.85	0.00	98.27	62.51	61.76
ABTB1	0.00	0.00	27.22	6.69	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ABTB2	0.00	0.00	40.83	0.00	0.00	0.00	0.00	0.00	0.00	0.00	98.34	0.00	0.00	70.59	0.00	4.51	0.00	0.00	1.86	0.00	0.00	0.00	40.18	11.44
ACAA1	95.94	123.17	42.77	53.49	26.48	0.00	0.00	0.00	3.86	65.32	7.47	45.91	77.17	8.82	0.00	108.17	0.00	106.55	27.93	4.27	0.00	16.38	22.32	48.03
ACAA2	101.27	24.63	64.16	6.69	94.59	0.00	0.00	0.00	227.99	43.55	88.38	83.21	54.02	26.47	0.00	121.70	5.52	8.88	5.59	102.59	0.00	8.19	116.08	4.57
ACACA	5.33	9.85	31.11	6.69	40.36	0.00	0.00	0.00	61.83	17.81	2.49	2.87	1.93	8.82	0.00	40.57	27.61	14.80	35.37	4.27	0.00	8.19	0.00	2.29
ACACB	5.33	0.00	5.83	0.00	10.09	0.00	0.00	0.00	0.00	0.00	21.16	0.00	0.00	0.00	0.00	0.00	2.76	0.00	0.00	0.00	0.00	8.19	8.93	0.00
ACAD10	5.33	0.00	38.88	0.00	2.52	0.00	0.00	0.00	3.86	0.00	0.00	14.35	1.93	0.00	0.00	0.00	5.52	0.00	1.86	0.00	0.00	98.27	0.00	96.06
ACAD11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACAD8	0.00	4.93	3.89	6.69	36.57	0.00	0.00	0.00	19.32	13.86	0.00	5.74	113.83	8.82	0.00	0.00	8.28	0.00	7.45	42.75	0.00	24.57	44.65	48.03
ACAD9	5.33	4.93	23.33	0.00	7.57	0.00	0.00	0.00	57.96	100.95	18.67	0.00	1.93	0.00	0.00	36.06	44.17	2.96	0.00	0.00	0.00	73.71	129.48	9.15
ACADL	0.00	4.93	58.33	6.69	3.78	0.00	0.00	0.00	11.59	5.94	0.00	0.00	1.93	0.00	0.00	4.51	0.00	5.92	0.00	0.00	0.00	0.00	0.00	0.00
ACADM	90.61	49.27	50.55	66.86	81.98	1593.48	0.00	0.00	42.51	33.65	43.57	223.80	90.68	8.82	0.00	81.13	77.30	192.38	208.51	226.56	0.00	8.19	133.94	233.30
ACADS	47.97	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.51	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACADSB	0.00	4.93	40.83	106.97	52.97	531.16	0.00	0.00	15.46	102.93	2.49	51.65	109.97	26.47	0.00	171.28	102.15	0.00	40.96	115.42	0.00	0.00	31.25	148.67
ACADVL	15.99	147.80	23.33	0.00	112.24	0.00	0.00	0.00	15.46	53.44	99.59	51.65	192.94	35.29	0.00	4.51	16.56	73.99	5.59	12.82	0.00	180.17	17.86	0.00
ACAN	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.93	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.46	0.00
ACAP1	31.98	19.71	281.91	240.69	331.69	1062.32	648.51	0.00	320.73	207.83	149.38	25.82	25.08	17.65	0.00	54.09	162.88	109.51	96.81	8.55	407.83	8.19	53.58	41.17
ACAP2	79.95	4.93	126.37	213.94	113.50	132.79	0.00	0.00	324.59	180.12	263.90	80.34	262.39	70.59	0.00	184.80	510.74	216.06	227.12	106.87	0.00	221.12	147.34	272.18
ACAP3	0.00	0.00	1.94	0.00	0.00	0.00	0.00	0.00	0.00	0.00	11.20	0.00	1.93	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACAT1	53.30	68.97	188.59	60.17	89.54	44.26	0.00	0.00	123.65	39.59	170.54	74.60	34.73	79.41	0.00	184.80	126.99	59.19	14.89	166.71	0.00	16.38	22.32	54.89
ACAT2	5.33	4.93	1.94	0.00	0.00	0.00	0.00	0.00	0.00	5.94	2.49	8.61	0.00	0.00	0.00	0.00	2.76	0.00	0.00	0.00	0.00	0.00	0.00	2.29
ACBD3	85.28	9.85	95.27	100.29	73.15	44.26	0.00	0.00	173.89	192.00	49.79	324.23	268.18	17.65	0.00	4.51	226.38	71.03	100.53	89.77	0.00	8.19	44.65	73.19
ACBD4	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.19	0.00	0.00
ACBD5	26.65	118.24	58.33	160.46	89.54	0.00	0.00	0.00	30.91	96.99	175.52	71.73	177.50	114.71	0.00	193.81	102.15	124.31	134.04	128.24	0.00	16.38	71.44	160.11
ACBD6	79.95	39.41	11.67	26.74	40.36	0.00	0.00	0.00	34.78	118.76	36.10	0.00	61.74	194.12	0.00	139.73	126.99	150.95	130.32	76.94	0.00	0.00	58.04	34.31
ACBD7	0.00	4.93	5.83	0.00	2.52	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	44.12	0.00	0.00	2.76	0.00	0.00	0.00	0.00	0.00	4.46	2.29
ACCS	47.97	4.93	23.33	6.69	5.04	0.00	0.00	0.00	19.32	7.92	1.24	22.95	40.52	0.00	0.00	0.00	5.52	0.00	7.45	68.39	0.00	8.19	13.39	0.00
ACCSL	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACD	0.00	0.00	0.00	0.00	8.83	0.00	0.00	0.00	0.00	0.00	84.65	0.00	0.00	8.82	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACE	0.00	0.00	83.60	66.86	69.36	0.00	0.00	0.00	38.64	1.98	24.90	22.95	3.86	0.00	0.00	0.00	5.52	5.92	22.34	21.37	0.00	8.19	22.32	6.86
ACE2	522.35	399.06	122.48	581.66	210.61	44.26	0.00	484.97	788.30	219.71	317.43	395.96	557.59	750.01	0.00	207.33	345.10	612.66	400.26	389.00	407.83	1146.53	339.32	157.82
ACER1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACER2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	61.77	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACER3	15.99	9.85	58.33	40.11	2.52	0.00	0.00	0.00	23.19	25.73	2.49	5.74	3.86	0.00	0.00	9.01	11.04	47.36	35.37	4.27	0.00	0.00	17.86	173.83
ACHE	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	79.41	0.00	0.00	2.76	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIN1	175.89	39.41	25.27	6.69	52.97	0.00	0.00	0.00	19.32	5.94	29.88	17.22	65.60	44.12	0.00	108.17	11.04	26.64	27.93	8.55	0.00	122.84	17.86	25.16
ACKR1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACKR2	5.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACKR3	79.95	0.00	7.78	20.06	3.78	0.00	0.00	0.00	15.46	25.73	37.34	2.87	3.86	8.82	0.00	18.03	35.89	44.40	40.96	4.27	0.00	40.95	49.11	70.90
ACKR4	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACLY	0.00	68.97	29.16	6.69	39.10	44.26	0.00	0.00	19.32	73.24	2.49	57.39	46.30	8.82	0.00	18.03	11.04	8.88	33.51	4.27	0.00	16.38	13.39	18.30
ACMSD	0.00	0.00	0.00	20.06	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACO1	63.96	24.63	25.27	167.14	76.93	88.53	0.00	0.00	46.37	130.64	148.13	209.46	146.63	70.59	0.00	76.62	102.15	162.78	178.72	85.49	0.00	229.31	84.83	132.66
ACO2	0.00	0.00	0.00	0.00	2.52	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACOT1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACOT11	26.65	4.93	0.00	6.69	16.40	0.00	0.00	0.00	0.00	0.00	18.67	2.87	1.93	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.19	0.00	0.00
ACOT12	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACOT13	63.96	133.02	361.62	46.80	150.08	0.00	0.00	484.97	162.30	93.03	52.28	25.82	7.72	26.47	0.00	13.52	256.75	47.36	94.95	0.00	407.83	16.38	272.35	89.20
ACOT2	133.25	83.75	33.05	133.71	20.18	0.00	0.00	0.00	27.05	49.48	24.90	8.61	92.61	88.24	0.00	18.03	102.15	76.95	124.73	128.24	0.00	163.79	22.32	41.17
ACOT4	0.00	4.93	0.00	0.00	13.87	0.00	0.00	0.00	0.00	21.77	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.86	0.00	0.00	0.00	0.00	0.00
ACOT6	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	111.90	40.52	0.00	0.00	0.00	0.00	0.00	0.00	55.57	0.00	0.00	0.00	0.00
ACOT7	5.33	0.00	101.10	0.00	64.32	44.26	0.00	0.00	7.73	81.15	64.73	2.87	28.94	132.35	0.00	0.00	2.76	5.92	39.10	4.27	0.00	0.00	89.29	11.44
ACOT8	10.66	9.85	15.55	6.69	13.87	0.00	0.00	0.00	0.00	0.00	3.73	28.69	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.29
ACOT9	0.00	182.28	1.94	26.74	2.52	0.00	0.00	0.00	0.00	1.98	0.00	71.73	7.72	35.29	0.00	0.00	2.76	0.00	0.00	4.27	0.00	8.19	0.00	32.02
ACOX1	15.99	0.00	23.33	20.06	7.57	0.00	0.00	484.97	69.56	47.50	0.00	14.35	7.72	8.82	0.00	0.00	63.50	5.92	81.91	76.94	0.00	122.84	89.29	64.04
ACOX2	85.28	118.24	5.83	147.09	12.61	0.00	0.00	0.00	15.46	23.75	1.24	54.52	77.17	0.00	0.00	67.61	5.52	32.56	13.03	38.47	0.00	180.17	17.86	4.57
ACOX3	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	110.84	12.45	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.46	0.00
ACOXL	0.00	4.93	5.83	80.23	1.26	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.19	0.00	0.00
ACP1	154.57	256.18	198.31	314.23	486.81	44.26	0.00	484.97	96.61	178.14	323.65	243.89	75.25	211.77	0.00	297.48	93.87	147.99	234.57	269.30	0.00	24.57	388.43	311.06
ACP2	0.00	0.00	0.00	0.00	2.52	0.00	0.00	0.00	139.11	39.59	37.34	2.87	13.51	8.82	0.00	0.00	2.76	0.00	31.65	4.27	0.00	0.00	0.00	0.00
ACP5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACP6	0.00	4.93	15.55	66.86	6.31	0.00	0.00	0.00	7.73	11.88	1.24	0.00	46.30	0.00	0.00	0.00	66.26	32.56	1.86	51.30	0.00	122.84	8.93	0.00
ACPP	0.00	39.41	1.94	0.00	3.78	0.00	0.00	0.00	0.00	0.00	1.24	0.00	25.08	0.00	0.00	0.00	0.00	0.00	1.86	0.00	0.00	0.00	0.00	0.00
ACPT	0.00	0.00	89.43	0.00	40.36	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.51	0.00	0.00	0.00	0.00	0.00	57.33	0.00	0.00
ACR	0.00	0.00	60.27	20.06	8.83	0.00	0.00	0.00	0.00	1.98	1.24	2.87	0.00	0.00	5232.18	0.00	5.52	2.96	5.59	4.27	0.00	8.19	0.00	2.29
ACRBP	10.66	19.71	626.03	46.80	305.20	0.00	0.00	0.00	30.91	15.83	11.20	14.35	11.58	35.29	0.00	76.62	27.61	23.68	53.99	8.55	0.00	8.19	102.69	9.15
ACRC	10.66	0.00	5.83	6.69	65.58	0.00	0.00	0.00	0.00	21.77	1.24	0.00	7.72	0.00	0.00	18.03	8.28	2.96	48.40	256.48	0.00	73.71	84.83	98.35
ACRV1	21.32	0.00	246.91	20.06	16.40	0.00	0.00	0.00	3.86	3.96	2.49	2.87	1.93	0.00	0.00	0.00	8.28	5.92	7.45	4.27	0.00	0.00	0.00	0.00
ACSBG1	0.00	0.00	3.89	0.00	0.00	44.26	0.00	0.00	3.86	61.36	75.93	20.08	0.00	0.00	0.00	0.00	0.00	68.07	27.93	0.00	0.00	0.00	0.00	112.07
ACSBG2	21.32	24.63	239.14	180.52	389.70	44.26	0.00	0.00	197.07	15.83	58.51	149.20	36.66	26.47	0.00	81.13	143.56	20.72	132.18	34.20	0.00	32.76	44.65	25.16
ACSF2	0.00	0.00	3.89	0.00	6.31	0.00	648.51	0.00	127.52	7.92	16.18	0.00	34.73	17.65	0.00	4.51	2.76	5.92	39.10	81.22	0.00	0.00	4.46	91.49
ACSF3	0.00	78.83	9.72	0.00	0.00	0.00	0.00	0.00	119.79	49.48	6.22	20.08	0.00	0.00	0.00	9.01	0.00	0.00	137.76	51.30	0.00	0.00	8.93	2.29
ACSL1	10.66	4.93	83.60	60.17	162.69	0.00	0.00	0.00	3.86	3.96	49.79	5.74	1.93	17.65	0.00	4.51	82.82	5.92	3.72	59.85	0.00	16.38	13.39	2.29
ACSL3	298.48	187.21	69.99	120.34	116.03	88.53	0.00	0.00	309.14	164.29	100.83	255.36	308.70	282.36	0.00	256.91	220.86	130.23	208.51	205.18	3262.64	237.49	285.74	233.30
ACSL4	373.10	517.29	116.65	220.63	191.70	44.26	0.00	484.97	525.53	433.48	364.73	450.47	312.56	361.77	327.01	216.35	198.77	432.12	286.70	393.27	407.83	204.74	272.35	267.61
ACSL5	0.00	4.93	7.78	6.69	23.96	0.00	0.00	0.00	0.00	1.98	48.55	0.00	52.09	0.00	0.00	0.00	2.76	2.96	0.00	0.00	0.00	8.19	4.46	2.29
ACSL6	58.63	118.24	11.67	33.43	13.87	0.00	0.00	0.00	88.88	5.94	118.26	11.48	154.35	44.12	0.00	365.09	5.52	41.44	37.23	4.27	0.00	139.22	44.65	6.86
ACSM1	0.00	93.61	71.94	20.06	5.04	0.00	0.00	0.00	0.00	3.96	1.24	0.00	1.93	8.82	0.00	0.00	35.89	50.32	5.59	0.00	0.00	0.00	0.00	0.00
ACSM2A	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACSM2B	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACSM3	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACSM4	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACSM5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACSM6	0.00	0.00	13.61	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.96	0.00	0.00	0.00	0.00	0.00	0.00
ACSS1	69.29	9.85	60.27	140.40	61.80	0.00	648.51	0.00	425.06	95.01	51.04	126.25	98.40	158.83	327.01	27.04	198.77	145.03	94.95	282.13	0.00	155.60	214.31	93.78
ACSS2	5.33	4.93	54.44	60.17	12.61	0.00	0.00	0.00	7.73	1.98	0.00	97.55	21.22	0.00	0.00	0.00	0.00	0.00	26.06	0.00	0.00	0.00	8.93	2.29
ACSS3	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACTA1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.51	0.00	0.00	0.00	4.27	0.00	0.00	0.00	0.00
ACTA2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACTA2-AS1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACTB	1449.78	901.57	822.40	1136.58	834.89	663.95	648.51	5334.63	1499.31	1696.30	721.99	1867.89	1616.81	714.71	3597.12	1564.02	1711.67	1272.68	1682.95	1624.38	407.83	2080.13	973.31	1571.32
ACTBL2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.24	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACTC1	0.00	0.00	0.00	0.00	1.26	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.96	0.00	0.00	0.00	0.00	0.00	0.00
ACTG1	85.28	59.12	293.57	173.83	682.29	885.27	648.51	969.93	398.01	910.50	342.32	955.46	1039.93	397.06	0.00	423.68	516.26	133.19	787.49	166.71	407.83	835.33	732.21	606.11
ACTG1P17	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACTG1P20	0.00	0.00	0.00	0.00	1.26	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.46	0.00
ACTG1P4	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACTG2	0.00	4.93	50.55	13.37	5.04	0.00	0.00	0.00	3.86	0.00	0.00	5.74	0.00	0.00	0.00	4.51	5.52	0.00	1.86	0.00	407.83	0.00	4.46	2.29
ACTL10	0.00	9.85	75.82	6.69	31.53	0.00	0.00	0.00	69.56	1.98	1.24	22.95	0.00	8.82	0.00	0.00	2.76	0.00	0.00	4.27	0.00	0.00	4.46	0.00
ACTL6A	37.31	9.85	27.22	0.00	42.88	0.00	0.00	484.97	23.19	47.50	1.24	2.87	0.00	0.00	0.00	54.09	2.76	0.00	26.06	17.10	407.83	16.38	17.86	4.57
ACTL6B	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACTL7A	26.65	54.19	363.56	381.09	325.38	0.00	0.00	484.97	351.64	17.81	83.40	11.48	7.72	8.82	0.00	9.01	347.86	20.72	50.27	34.20	407.83	32.76	98.22	16.01
ACTL7B	21.32	9.85	421.89	13.37	378.35	0.00	0.00	0.00	3.86	19.79	3.73	11.48	11.58	17.65	0.00	4.51	19.33	5.92	20.48	17.10	0.00	24.57	22.32	11.44
ACTL8	0.00	4.93	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACTL9	5.33	0.00	118.60	207.26	198.00	0.00	0.00	0.00	158.43	9.90	1.24	0.00	9.65	0.00	327.01	4.51	8.28	8.88	5.59	17.10	0.00	0.00	17.86	2.29
ACTN1	15.99	0.00	35.00	6.69	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.86	4.27	0.00	0.00	0.00	0.00
ACTN1-AS1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACTN2	0.00	0.00	1.94	80.23	8.83	0.00	0.00	0.00	3.86	0.00	1.24	8.61	71.39	17.65	0.00	58.59	0.00	26.64	5.59	4.27	0.00	0.00	169.66	13.72
ACTN3	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACTN4	0.00	19.71	1.94	33.43	7.57	0.00	0.00	0.00	7.73	25.73	1.24	37.30	25.08	0.00	0.00	0.00	24.85	32.56	1.86	4.27	0.00	0.00	0.00	11.44
ACTR10	63.96	0.00	38.88	53.49	13.87	0.00	0.00	0.00	73.42	11.88	129.46	45.91	69.46	44.12	0.00	94.65	13.80	59.19	81.91	72.67	0.00	8.19	183.05	91.49
ACTR1A	10.66	0.00	81.66	46.80	44.14	0.00	0.00	0.00	11.59	1.98	73.44	11.48	90.68	70.59	0.00	216.35	74.54	150.95	74.47	29.92	0.00	16.38	8.93	84.63
ACTR1B	15.99	73.90	13.61	140.40	35.31	0.00	0.00	0.00	11.59	13.86	1.24	8.61	21.22	8.82	0.00	4.51	52.45	2.96	39.10	0.00	0.00	81.89	227.70	22.87
ACTR2	79.95	83.75	15.55	53.49	21.44	88.53	0.00	0.00	11.59	168.24	52.28	11.48	119.62	176.47	0.00	171.28	88.34	198.30	130.32	89.77	0.00	335.77	325.92	196.70
ACTR3	170.56	73.90	52.49	86.91	76.93	44.26	0.00	0.00	146.84	126.68	138.17	88.95	75.25	202.94	0.00	90.15	265.03	281.17	115.42	8.55	0.00	8.19	40.18	34.31
ACTR3B	0.00	0.00	0.00	26.74	0.00	0.00	0.00	0.00	0.00	1.98	0.00	60.25	0.00	17.65	0.00	0.00	0.00	2.96	26.06	0.00	0.00	0.00	0.00	25.16
ACTR3BP2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACTR3BP5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACTR3C	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	25.73	0.00	0.00	0.00	105.88	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACTR5	0.00	0.00	1.94	0.00	0.00	0.00	0.00	0.00	0.00	0.00	31.12	0.00	15.43	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACTR6	10.66	0.00	25.27	60.17	20.18	0.00	648.51	0.00	0.00	41.57	16.18	63.12	94.54	8.82	0.00	90.15	2.76	29.60	39.10	4.27	0.00	8.19	160.73	4.57
ACTR8	26.65	9.85	46.66	0.00	3.78	0.00	0.00	0.00	92.74	0.00	74.69	2.87	1.93	8.82	0.00	0.00	2.76	32.56	29.79	17.10	407.83	0.00	89.29	160.11
ACTRT1	0.00	0.00	0.00	0.00	37.83	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.76	0.00	0.00	0.00	0.00	0.00	4.46	0.00
ACTRT2	21.32	0.00	243.02	167.14	509.51	0.00	0.00	0.00	154.57	5.94	92.12	241.02	9.65	0.00	0.00	49.58	339.57	8.88	282.97	12.82	0.00	16.38	31.25	93.78
ACTRT3	15.99	4.93	375.23	6.69	138.73	0.00	0.00	0.00	11.59	7.92	2.49	8.61	15.43	35.29	0.00	9.01	46.93	14.80	14.89	17.10	815.66	8.19	26.79	2.29
ACVR1	63.96	0.00	1.94	13.37	27.75	0.00	0.00	484.97	0.00	0.00	0.00	8.61	7.72	44.12	0.00	9.01	41.41	2.96	11.17	4.27	0.00	0.00	49.11	2.29
ACVR1B	5.33	103.46	3.89	207.26	21.44	0.00	0.00	0.00	0.00	170.22	4.98	68.86	1.93	8.82	327.01	4.51	69.02	5.92	91.22	47.02	0.00	0.00	4.46	0.00
ACVR1C	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACVR2A	21.32	206.92	89.43	0.00	156.38	0.00	0.00	0.00	3.86	219.71	1.24	0.00	17.36	132.35	0.00	9.01	5.52	224.94	3.72	4.27	0.00	0.00	8.93	61.76
ACVR2B	0.00	0.00	17.50	6.69	1.26	0.00	0.00	0.00	0.00	1.98	0.00	54.52	3.86	0.00	0.00	0.00	0.00	0.00	5.59	4.27	0.00	16.38	8.93	0.00
ACVR2B-AS1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACVRL1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACY1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
